mode,instanceId,expectedTruthfulReward,expectedShortcutReward,expectedRewardGap
baseline,1829,1014084.000000,1741935.000000,-727851.0
psi=0.05,1829,1062675.600000,1717741.500000,-655065.8999999999
psi=0.10,1829,1111267.200000,1693548.000000,-582280.7999999998
psi=0.20,1829,1208450.400000,1645161.000000,-436710.59999999986
psi=0.30,1829,1305633.600000,1596774.000000,-291140.40000000014
baseline,1830,1014084.000000,705882.000000,308202.0
psi=0.05,1830,1062675.600000,785293.800000,277381.80000000016
psi=0.10,1830,1111267.200000,864705.600000,246561.6000000001
psi=0.20,1830,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,1830,1305633.600000,1182352.800000,123280.80000000028
baseline,1831,885245.250000,1033536.375000,-148291.125
psi=0.05,1831,946720.725000,1080182.737500,-133462.01249999995
psi=0.10,1831,1008196.200000,1126829.100000,-118632.90000000002
psi=0.20,1831,1131147.150000,1220121.825000,-88974.67500000028
psi=0.30,1831,1254098.100000,1313414.550000,-59316.44999999995
baseline,1832,1014084.000000,885245.250000,128838.75
psi=0.05,1832,1062675.600000,946720.725000,115954.875
psi=0.10,1832,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,1832,1208450.400000,1131147.150000,77303.25
psi=0.30,1832,1305633.600000,1254098.100000,51535.5
baseline,1833,1014084.000000,1014084.000000,0.0
psi=0.05,1833,1062675.600000,1062675.600000,0.0
psi=0.10,1833,1111267.200000,1111267.200000,0.0
psi=0.20,1833,1208450.400000,1208450.400000,0.0
psi=0.30,1833,1305633.600000,1305633.600000,0.0
baseline,1834,1628048.500000,1014084.000000,613964.5
psi=0.05,1834,1615243.650000,1062675.600000,552568.05
psi=0.10,1834,1602438.800000,1111267.200000,491171.6000000001
psi=0.20,1834,1576829.100000,1208450.400000,368378.7000000002
psi=0.30,1834,1551219.400000,1305633.600000,245585.7999999998
baseline,1835,1014084.000000,1014084.000000,0.0
psi=0.05,1835,1062675.600000,1062675.600000,0.0
psi=0.10,1835,1111267.200000,1111267.200000,0.0
psi=0.20,1835,1208450.400000,1208450.400000,0.0
psi=0.30,1835,1305633.600000,1305633.600000,0.0
baseline,1836,1257352.500000,885245.250000,372107.25
psi=0.05,1836,1281617.250000,946720.725000,334896.5249999999
psi=0.10,1836,1305882.000000,1008196.200000,297685.79999999993
psi=0.20,1836,1354411.500000,1131147.150000,223264.3500000001
psi=0.30,1836,1402941.000000,1254098.100000,148842.8999999999
baseline,1837,1014084.000000,705882.000000,308202.0
psi=0.05,1837,1062675.600000,785293.800000,277381.80000000016
psi=0.10,1837,1111267.200000,864705.600000,246561.6000000001
psi=0.20,1837,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,1837,1305633.600000,1182352.800000,123280.80000000028
baseline,1838,885245.250000,705882.000000,179363.25
psi=0.05,1838,946720.725000,785293.800000,161426.92500000016
psi=0.10,1838,1008196.200000,864705.600000,143490.59999999998
psi=0.20,1838,1131147.150000,1023529.200000,107617.94999999984
psi=0.30,1838,1254098.100000,1182352.800000,71745.30000000028
baseline,1839,1014084.000000,1014084.000000,0.0
psi=0.05,1839,1062675.600000,1062675.600000,0.0
psi=0.10,1839,1111267.200000,1111267.200000,0.0
psi=0.20,1839,1208450.400000,1208450.400000,0.0
psi=0.30,1839,1305633.600000,1305633.600000,0.0
baseline,1840,885245.250000,885245.250000,0.0
psi=0.05,1840,946720.725000,946720.725000,0.0
psi=0.10,1840,1008196.200000,1008196.200000,0.0
psi=0.20,1840,1131147.150000,1131147.150000,0.0
psi=0.30,1840,1254098.100000,1254098.100000,0.0
baseline,1841,1014084.000000,1014084.000000,0.0
psi=0.05,1841,1062675.600000,1062675.600000,0.0
psi=0.10,1841,1111267.200000,1111267.200000,0.0
psi=0.20,1841,1208450.400000,1208450.400000,0.0
psi=0.30,1841,1305633.600000,1305633.600000,0.0
baseline,1842,1257352.500000,1033536.375000,223816.125
psi=0.05,1842,1281617.250000,1080182.737500,201434.51249999995
psi=0.10,1842,1305882.000000,1126829.100000,179052.8999999999
psi=0.20,1842,1354411.500000,1220121.825000,134289.6749999998
psi=0.30,1842,1402941.000000,1313414.550000,89526.44999999995
baseline,1843,1014084.000000,439024.250000,575059.75
psi=0.05,1843,1062675.600000,545121.825000,517553.775
psi=0.10,1843,1111267.200000,651219.400000,460047.80000000005
psi=0.20,1843,1208450.400000,863414.550000,345035.84999999986
psi=0.30,1843,1305633.600000,1075609.700000,230023.90000000014
baseline,1844,1014084.000000,1033536.375000,-19452.375
psi=0.05,1844,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,1844,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,1844,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,1844,1305633.600000,1313414.550000,-7780.949999999953
baseline,1845,1014084.000000,705882.000000,308202.0
psi=0.05,1845,1062675.600000,785293.800000,277381.80000000016
psi=0.10,1845,1111267.200000,864705.600000,246561.6000000001
psi=0.20,1845,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,1845,1305633.600000,1182352.800000,123280.80000000028
baseline,1846,1014084.000000,705882.000000,308202.0
psi=0.05,1846,1062675.600000,785293.800000,277381.80000000016
psi=0.10,1846,1111267.200000,864705.600000,246561.6000000001
psi=0.20,1846,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,1846,1305633.600000,1182352.800000,123280.80000000028
baseline,1847,1014084.000000,1257352.500000,-243268.5
psi=0.05,1847,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,1847,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,1847,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,1847,1305633.600000,1402941.000000,-97307.3999999999
baseline,1848,1741935.000000,1033536.375000,708398.625
psi=0.05,1848,1717741.500000,1080182.737500,637558.7625
psi=0.10,1848,1693548.000000,1126829.100000,566718.8999999999
psi=0.20,1848,1645161.000000,1220121.825000,425039.1749999996
psi=0.30,1848,1596774.000000,1313414.550000,283359.4500000002
baseline,1849,1014084.000000,1033536.375000,-19452.375
psi=0.05,1849,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,1849,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,1849,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,1849,1305633.600000,1313414.550000,-7780.949999999953
baseline,1850,1628048.500000,885245.250000,742803.25
psi=0.05,1850,1615243.650000,946720.725000,668522.925
psi=0.10,1850,1602438.800000,1008196.200000,594242.6000000002
psi=0.20,1850,1576829.100000,1131147.150000,445681.9500000002
psi=0.30,1850,1551219.400000,1254098.100000,297121.2999999998
baseline,1851,1014084.000000,1257352.500000,-243268.5
psi=0.05,1851,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,1851,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,1851,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,1851,1305633.600000,1402941.000000,-97307.3999999999
baseline,1852,1014084.000000,1628048.500000,-613964.5
psi=0.05,1852,1062675.600000,1615243.650000,-552568.05
psi=0.10,1852,1111267.200000,1602438.800000,-491171.6000000001
psi=0.20,1852,1208450.400000,1576829.100000,-368378.7000000002
psi=0.30,1852,1305633.600000,1551219.400000,-245585.7999999998
baseline,1853,1014084.000000,705882.000000,308202.0
psi=0.05,1853,1062675.600000,785293.800000,277381.80000000016
psi=0.10,1853,1111267.200000,864705.600000,246561.6000000001
psi=0.20,1853,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,1853,1305633.600000,1182352.800000,123280.80000000028
baseline,1854,1741935.000000,1161290.000000,580645.0
psi=0.05,1854,1717741.500000,1195161.000000,522580.5
psi=0.10,1854,1693548.000000,1229032.000000,464516.0
psi=0.20,1854,1645161.000000,1296774.000000,348386.99999999977
psi=0.30,1854,1596774.000000,1364516.000000,232258.00000000023
baseline,1855,1628048.500000,1033536.375000,594512.125
psi=0.05,1855,1615243.650000,1080182.737500,535060.9125000001
psi=0.10,1855,1602438.800000,1126829.100000,475609.7000000002
psi=0.20,1855,1576829.100000,1220121.825000,356707.2749999999
psi=0.30,1855,1551219.400000,1313414.550000,237804.84999999986
baseline,1856,1014084.000000,885245.250000,128838.75
psi=0.05,1856,1062675.600000,946720.725000,115954.875
psi=0.10,1856,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,1856,1208450.400000,1131147.150000,77303.25
psi=0.30,1856,1305633.600000,1254098.100000,51535.5
baseline,1857,1014084.000000,705882.000000,308202.0
psi=0.05,1857,1062675.600000,785293.800000,277381.80000000016
psi=0.10,1857,1111267.200000,864705.600000,246561.6000000001
psi=0.20,1857,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,1857,1305633.600000,1182352.800000,123280.80000000028
baseline,1858,1257352.500000,885245.250000,372107.25
psi=0.05,1858,1281617.250000,946720.725000,334896.5249999999
psi=0.10,1858,1305882.000000,1008196.200000,297685.79999999993
psi=0.20,1858,1354411.500000,1131147.150000,223264.3500000001
psi=0.30,1858,1402941.000000,1254098.100000,148842.8999999999
baseline,1859,1014084.000000,439024.250000,575059.75
psi=0.05,1859,1062675.600000,545121.825000,517553.775
psi=0.10,1859,1111267.200000,651219.400000,460047.80000000005
psi=0.20,1859,1208450.400000,863414.550000,345035.84999999986
psi=0.30,1859,1305633.600000,1075609.700000,230023.90000000014
baseline,1860,1014084.000000,1014084.000000,0.0
psi=0.05,1860,1062675.600000,1062675.600000,0.0
psi=0.10,1860,1111267.200000,1111267.200000,0.0
psi=0.20,1860,1208450.400000,1208450.400000,0.0
psi=0.30,1860,1305633.600000,1305633.600000,0.0
baseline,1861,1014084.000000,439024.250000,575059.75
psi=0.05,1861,1062675.600000,545121.825000,517553.775
psi=0.10,1861,1111267.200000,651219.400000,460047.80000000005
psi=0.20,1861,1208450.400000,863414.550000,345035.84999999986
psi=0.30,1861,1305633.600000,1075609.700000,230023.90000000014
baseline,1862,1628048.500000,705882.000000,922166.5
psi=0.05,1862,1615243.650000,785293.800000,829949.8500000002
psi=0.10,1862,1602438.800000,864705.600000,737733.2000000002
psi=0.20,1862,1576829.100000,1023529.200000,553299.9
psi=0.30,1862,1551219.400000,1182352.800000,368866.6000000001
baseline,1863,1257352.500000,1033536.375000,223816.125
psi=0.05,1863,1281617.250000,1080182.737500,201434.51249999995
psi=0.10,1863,1305882.000000,1126829.100000,179052.8999999999
psi=0.20,1863,1354411.500000,1220121.825000,134289.6749999998
psi=0.30,1863,1402941.000000,1313414.550000,89526.44999999995
baseline,1864,1014084.000000,1033536.375000,-19452.375
psi=0.05,1864,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,1864,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,1864,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,1864,1305633.600000,1313414.550000,-7780.949999999953
baseline,1865,1014084.000000,1033536.375000,-19452.375
psi=0.05,1865,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,1865,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,1865,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,1865,1305633.600000,1313414.550000,-7780.949999999953
baseline,1866,1014084.000000,705882.000000,308202.0
psi=0.05,1866,1062675.600000,785293.800000,277381.80000000016
psi=0.10,1866,1111267.200000,864705.600000,246561.6000000001
psi=0.20,1866,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,1866,1305633.600000,1182352.800000,123280.80000000028
baseline,1867,1628048.500000,705882.000000,922166.5
psi=0.05,1867,1615243.650000,785293.800000,829949.8500000002
psi=0.10,1867,1602438.800000,864705.600000,737733.2000000002
psi=0.20,1867,1576829.100000,1023529.200000,553299.9
psi=0.30,1867,1551219.400000,1182352.800000,368866.6000000001
baseline,1868,1257352.500000,580645.000000,676707.5
psi=0.05,1868,1281617.250000,672580.500000,609036.75
psi=0.10,1868,1305882.000000,764516.000000,541366.0
psi=0.20,1868,1354411.500000,948387.000000,406024.5
psi=0.30,1868,1402941.000000,1132258.000000,270683.0
baseline,1869,1014084.000000,1161290.000000,-147206.0
psi=0.05,1869,1062675.600000,1195161.000000,-132485.3999999999
psi=0.10,1869,1111267.200000,1229032.000000,-117764.79999999981
psi=0.20,1869,1208450.400000,1296774.000000,-88323.6000000001
psi=0.30,1869,1305633.600000,1364516.000000,-58882.39999999991
baseline,1870,1014084.000000,1257352.500000,-243268.5
psi=0.05,1870,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,1870,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,1870,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,1870,1305633.600000,1402941.000000,-97307.3999999999
baseline,1871,1014084.000000,1014084.000000,0.0
psi=0.05,1871,1062675.600000,1062675.600000,0.0
psi=0.10,1871,1111267.200000,1111267.200000,0.0
psi=0.20,1871,1208450.400000,1208450.400000,0.0
psi=0.30,1871,1305633.600000,1305633.600000,0.0
baseline,1872,1014084.000000,1014084.000000,0.0
psi=0.05,1872,1062675.600000,1062675.600000,0.0
psi=0.10,1872,1111267.200000,1111267.200000,0.0
psi=0.20,1872,1208450.400000,1208450.400000,0.0
psi=0.30,1872,1305633.600000,1305633.600000,0.0
baseline,1873,1628048.500000,1628048.500000,0.0
psi=0.05,1873,1615243.650000,1615243.650000,0.0
psi=0.10,1873,1602438.800000,1602438.800000,0.0
psi=0.20,1873,1576829.100000,1576829.100000,0.0
psi=0.30,1873,1551219.400000,1551219.400000,0.0
baseline,1874,1257352.500000,1014084.000000,243268.5
psi=0.05,1874,1281617.250000,1062675.600000,218941.6499999999
psi=0.10,1874,1305882.000000,1111267.200000,194614.7999999998
psi=0.20,1874,1354411.500000,1208450.400000,145961.1000000001
psi=0.30,1874,1402941.000000,1305633.600000,97307.3999999999
baseline,1875,885245.250000,1033536.375000,-148291.125
psi=0.05,1875,946720.725000,1080182.737500,-133462.01249999995
psi=0.10,1875,1008196.200000,1126829.100000,-118632.90000000002
psi=0.20,1875,1131147.150000,1220121.825000,-88974.67500000028
psi=0.30,1875,1254098.100000,1313414.550000,-59316.44999999995
baseline,1876,1257352.500000,705882.000000,551470.5
psi=0.05,1876,1281617.250000,785293.800000,496323.45000000007
psi=0.10,1876,1305882.000000,864705.600000,441176.3999999999
psi=0.20,1876,1354411.500000,1023529.200000,330882.29999999993
psi=0.30,1876,1402941.000000,1182352.800000,220588.2000000002
baseline,1877,1014084.000000,1161290.000000,-147206.0
psi=0.05,1877,1062675.600000,1195161.000000,-132485.3999999999
psi=0.10,1877,1111267.200000,1229032.000000,-117764.79999999981
psi=0.20,1877,1208450.400000,1296774.000000,-88323.6000000001
psi=0.30,1877,1305633.600000,1364516.000000,-58882.39999999991
baseline,1878,1014084.000000,885245.250000,128838.75
psi=0.05,1878,1062675.600000,946720.725000,115954.875
psi=0.10,1878,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,1878,1208450.400000,1131147.150000,77303.25
psi=0.30,1878,1305633.600000,1254098.100000,51535.5
baseline,1879,1014084.000000,885245.250000,128838.75
psi=0.05,1879,1062675.600000,946720.725000,115954.875
psi=0.10,1879,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,1879,1208450.400000,1131147.150000,77303.25
psi=0.30,1879,1305633.600000,1254098.100000,51535.5
baseline,1880,1014084.000000,580645.000000,433439.0
psi=0.05,1880,1062675.600000,672580.500000,390095.1000000001
psi=0.10,1880,1111267.200000,764516.000000,346751.2000000002
psi=0.20,1880,1208450.400000,948387.000000,260063.3999999999
psi=0.30,1880,1305633.600000,1132258.000000,173375.6000000001
baseline,1881,885245.250000,885245.250000,0.0
psi=0.05,1881,946720.725000,946720.725000,0.0
psi=0.10,1881,1008196.200000,1008196.200000,0.0
psi=0.20,1881,1131147.150000,1131147.150000,0.0
psi=0.30,1881,1254098.100000,1254098.100000,0.0
baseline,1882,1161290.000000,885245.250000,276044.75
psi=0.05,1882,1195161.000000,946720.725000,248440.2749999999
psi=0.10,1882,1229032.000000,1008196.200000,220835.79999999993
psi=0.20,1882,1296774.000000,1131147.150000,165626.8500000001
psi=0.30,1882,1364516.000000,1254098.100000,110417.8999999999
baseline,1883,1014084.000000,885245.250000,128838.75
psi=0.05,1883,1062675.600000,946720.725000,115954.875
psi=0.10,1883,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,1883,1208450.400000,1131147.150000,77303.25
psi=0.30,1883,1305633.600000,1254098.100000,51535.5
baseline,1884,1014084.000000,705882.000000,308202.0
psi=0.05,1884,1062675.600000,785293.800000,277381.80000000016
psi=0.10,1884,1111267.200000,864705.600000,246561.6000000001
psi=0.20,1884,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,1884,1305633.600000,1182352.800000,123280.80000000028
baseline,1885,1014084.000000,705882.000000,308202.0
psi=0.05,1885,1062675.600000,785293.800000,277381.80000000016
psi=0.10,1885,1111267.200000,864705.600000,246561.6000000001
psi=0.20,1885,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,1885,1305633.600000,1182352.800000,123280.80000000028
baseline,1886,1628048.500000,885245.250000,742803.25
psi=0.05,1886,1615243.650000,946720.725000,668522.925
psi=0.10,1886,1602438.800000,1008196.200000,594242.6000000002
psi=0.20,1886,1576829.100000,1131147.150000,445681.9500000002
psi=0.30,1886,1551219.400000,1254098.100000,297121.2999999998
baseline,1887,1628048.500000,885245.250000,742803.25
psi=0.05,1887,1615243.650000,946720.725000,668522.925
psi=0.10,1887,1602438.800000,1008196.200000,594242.6000000002
psi=0.20,1887,1576829.100000,1131147.150000,445681.9500000002
psi=0.30,1887,1551219.400000,1254098.100000,297121.2999999998
baseline,1888,1257352.500000,439024.250000,818328.25
psi=0.05,1888,1281617.250000,545121.825000,736495.4249999999
psi=0.10,1888,1305882.000000,651219.400000,654662.5999999999
psi=0.20,1888,1354411.500000,863414.550000,490996.94999999995
psi=0.30,1888,1402941.000000,1075609.700000,327331.30000000005
baseline,1889,1014084.000000,1628048.500000,-613964.5
psi=0.05,1889,1062675.600000,1615243.650000,-552568.05
psi=0.10,1889,1111267.200000,1602438.800000,-491171.6000000001
psi=0.20,1889,1208450.400000,1576829.100000,-368378.7000000002
psi=0.30,1889,1305633.600000,1551219.400000,-245585.7999999998
baseline,1890,885245.250000,705882.000000,179363.25
psi=0.05,1890,946720.725000,785293.800000,161426.92500000016
psi=0.10,1890,1008196.200000,864705.600000,143490.59999999998
psi=0.20,1890,1131147.150000,1023529.200000,107617.94999999984
psi=0.30,1890,1254098.100000,1182352.800000,71745.30000000028
baseline,1891,1741935.000000,885245.250000,856689.75
psi=0.05,1891,1717741.500000,946720.725000,771020.7749999999
psi=0.10,1891,1693548.000000,1008196.200000,685351.7999999999
psi=0.20,1891,1645161.000000,1131147.150000,514013.84999999986
psi=0.30,1891,1596774.000000,1254098.100000,342675.90000000014
baseline,1892,1628048.500000,885245.250000,742803.25
psi=0.05,1892,1615243.650000,946720.725000,668522.925
psi=0.10,1892,1602438.800000,1008196.200000,594242.6000000002
psi=0.20,1892,1576829.100000,1131147.150000,445681.9500000002
psi=0.30,1892,1551219.400000,1254098.100000,297121.2999999998
baseline,1893,1014084.000000,885245.250000,128838.75
psi=0.05,1893,1062675.600000,946720.725000,115954.875
psi=0.10,1893,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,1893,1208450.400000,1131147.150000,77303.25
psi=0.30,1893,1305633.600000,1254098.100000,51535.5
baseline,1894,1014084.000000,1628048.500000,-613964.5
psi=0.05,1894,1062675.600000,1615243.650000,-552568.05
psi=0.10,1894,1111267.200000,1602438.800000,-491171.6000000001
psi=0.20,1894,1208450.400000,1576829.100000,-368378.7000000002
psi=0.30,1894,1305633.600000,1551219.400000,-245585.7999999998
baseline,1895,1014084.000000,705882.000000,308202.0
psi=0.05,1895,1062675.600000,785293.800000,277381.80000000016
psi=0.10,1895,1111267.200000,864705.600000,246561.6000000001
psi=0.20,1895,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,1895,1305633.600000,1182352.800000,123280.80000000028
baseline,1896,885245.250000,705882.000000,179363.25
psi=0.05,1896,946720.725000,785293.800000,161426.92500000016
psi=0.10,1896,1008196.200000,864705.600000,143490.59999999998
psi=0.20,1896,1131147.150000,1023529.200000,107617.94999999984
psi=0.30,1896,1254098.100000,1182352.800000,71745.30000000028
baseline,1897,885245.250000,1161290.000000,-276044.75
psi=0.05,1897,946720.725000,1195161.000000,-248440.2749999999
psi=0.10,1897,1008196.200000,1229032.000000,-220835.79999999993
psi=0.20,1897,1131147.150000,1296774.000000,-165626.8500000001
psi=0.30,1897,1254098.100000,1364516.000000,-110417.8999999999
baseline,1898,1014084.000000,885245.250000,128838.75
psi=0.05,1898,1062675.600000,946720.725000,115954.875
psi=0.10,1898,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,1898,1208450.400000,1131147.150000,77303.25
psi=0.30,1898,1305633.600000,1254098.100000,51535.5
baseline,1899,1014084.000000,1014084.000000,0.0
psi=0.05,1899,1062675.600000,1062675.600000,0.0
psi=0.10,1899,1111267.200000,1111267.200000,0.0
psi=0.20,1899,1208450.400000,1208450.400000,0.0
psi=0.30,1899,1305633.600000,1305633.600000,0.0
baseline,1900,1014084.000000,1033536.375000,-19452.375
psi=0.05,1900,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,1900,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,1900,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,1900,1305633.600000,1313414.550000,-7780.949999999953
baseline,1901,1033536.375000,1033536.375000,0.0
psi=0.05,1901,1080182.737500,1080182.737500,0.0
psi=0.10,1901,1126829.100000,1126829.100000,0.0
psi=0.20,1901,1220121.825000,1220121.825000,0.0
psi=0.30,1901,1313414.550000,1313414.550000,0.0
baseline,1902,1014084.000000,705882.000000,308202.0
psi=0.05,1902,1062675.600000,785293.800000,277381.80000000016
psi=0.10,1902,1111267.200000,864705.600000,246561.6000000001
psi=0.20,1902,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,1902,1305633.600000,1182352.800000,123280.80000000028
baseline,1903,1257352.500000,1257352.500000,0.0
psi=0.05,1903,1281617.250000,1281617.250000,0.0
psi=0.10,1903,1305882.000000,1305882.000000,0.0
psi=0.20,1903,1354411.500000,1354411.500000,0.0
psi=0.30,1903,1402941.000000,1402941.000000,0.0
baseline,1904,1257352.500000,885245.250000,372107.25
psi=0.05,1904,1281617.250000,946720.725000,334896.5249999999
psi=0.10,1904,1305882.000000,1008196.200000,297685.79999999993
psi=0.20,1904,1354411.500000,1131147.150000,223264.3500000001
psi=0.30,1904,1402941.000000,1254098.100000,148842.8999999999
baseline,1905,1014084.000000,1033536.375000,-19452.375
psi=0.05,1905,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,1905,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,1905,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,1905,1305633.600000,1313414.550000,-7780.949999999953
baseline,1906,1628048.500000,1014084.000000,613964.5
psi=0.05,1906,1615243.650000,1062675.600000,552568.05
psi=0.10,1906,1602438.800000,1111267.200000,491171.6000000001
psi=0.20,1906,1576829.100000,1208450.400000,368378.7000000002
psi=0.30,1906,1551219.400000,1305633.600000,245585.7999999998
baseline,1907,1014084.000000,1257352.500000,-243268.5
psi=0.05,1907,1062675.600000,1281617.250000,-218941.6499999999
psi=0.10,1907,1111267.200000,1305882.000000,-194614.7999999998
psi=0.20,1907,1208450.400000,1354411.500000,-145961.1000000001
psi=0.30,1907,1305633.600000,1402941.000000,-97307.3999999999
baseline,1908,885245.250000,1257352.500000,-372107.25
psi=0.05,1908,946720.725000,1281617.250000,-334896.5249999999
psi=0.10,1908,1008196.200000,1305882.000000,-297685.79999999993
psi=0.20,1908,1131147.150000,1354411.500000,-223264.3500000001
psi=0.30,1908,1254098.100000,1402941.000000,-148842.8999999999
baseline,1909,1257352.500000,1033536.375000,223816.125
psi=0.05,1909,1281617.250000,1080182.737500,201434.51249999995
psi=0.10,1909,1305882.000000,1126829.100000,179052.8999999999
psi=0.20,1909,1354411.500000,1220121.825000,134289.6749999998
psi=0.30,1909,1402941.000000,1313414.550000,89526.44999999995
baseline,1910,1741935.000000,1033536.375000,708398.625
psi=0.05,1910,1717741.500000,1080182.737500,637558.7625
psi=0.10,1910,1693548.000000,1126829.100000,566718.8999999999
psi=0.20,1910,1645161.000000,1220121.825000,425039.1749999996
psi=0.30,1910,1596774.000000,1313414.550000,283359.4500000002
baseline,1911,1628048.500000,580645.000000,1047403.5
psi=0.05,1911,1615243.650000,672580.500000,942663.1500000001
psi=0.10,1911,1602438.800000,764516.000000,837922.8000000003
psi=0.20,1911,1576829.100000,948387.000000,628442.1000000001
psi=0.30,1911,1551219.400000,1132258.000000,418961.3999999999
baseline,1912,1257352.500000,1033536.375000,223816.125
psi=0.05,1912,1281617.250000,1080182.737500,201434.51249999995
psi=0.10,1912,1305882.000000,1126829.100000,179052.8999999999
psi=0.20,1912,1354411.500000,1220121.825000,134289.6749999998
psi=0.30,1912,1402941.000000,1313414.550000,89526.44999999995
baseline,1913,1014084.000000,705882.000000,308202.0
psi=0.05,1913,1062675.600000,785293.800000,277381.80000000016
psi=0.10,1913,1111267.200000,864705.600000,246561.6000000001
psi=0.20,1913,1208450.400000,1023529.200000,184921.19999999984
psi=0.30,1913,1305633.600000,1182352.800000,123280.80000000028
baseline,1914,1257352.500000,1033536.375000,223816.125
psi=0.05,1914,1281617.250000,1080182.737500,201434.51249999995
psi=0.10,1914,1305882.000000,1126829.100000,179052.8999999999
psi=0.20,1914,1354411.500000,1220121.825000,134289.6749999998
psi=0.30,1914,1402941.000000,1313414.550000,89526.44999999995
baseline,1915,1014084.000000,1741935.000000,-727851.0
psi=0.05,1915,1062675.600000,1717741.500000,-655065.8999999999
psi=0.10,1915,1111267.200000,1693548.000000,-582280.7999999998
psi=0.20,1915,1208450.400000,1645161.000000,-436710.59999999986
psi=0.30,1915,1305633.600000,1596774.000000,-291140.40000000014
baseline,1916,1257352.500000,885245.250000,372107.25
psi=0.05,1916,1281617.250000,946720.725000,334896.5249999999
psi=0.10,1916,1305882.000000,1008196.200000,297685.79999999993
psi=0.20,1916,1354411.500000,1131147.150000,223264.3500000001
psi=0.30,1916,1402941.000000,1254098.100000,148842.8999999999
baseline,1917,1014084.000000,1741935.000000,-727851.0
psi=0.05,1917,1062675.600000,1717741.500000,-655065.8999999999
psi=0.10,1917,1111267.200000,1693548.000000,-582280.7999999998
psi=0.20,1917,1208450.400000,1645161.000000,-436710.59999999986
psi=0.30,1917,1305633.600000,1596774.000000,-291140.40000000014
baseline,1918,1014084.000000,885245.250000,128838.75
psi=0.05,1918,1062675.600000,946720.725000,115954.875
psi=0.10,1918,1111267.200000,1008196.200000,103071.00000000012
psi=0.20,1918,1208450.400000,1131147.150000,77303.25
psi=0.30,1918,1305633.600000,1254098.100000,51535.5
baseline,1919,1014084.000000,1033536.375000,-19452.375
psi=0.05,1919,1062675.600000,1080182.737500,-17507.137499999953
psi=0.10,1919,1111267.200000,1126829.100000,-15561.899999999907
psi=0.20,1919,1208450.400000,1220121.825000,-11671.42500000028
psi=0.30,1919,1305633.600000,1313414.550000,-7780.949999999953
baseline,1920,1014084.000000,1161290.000000,-147206.0
psi=0.05,1920,1062675.600000,1195161.000000,-132485.3999999999
psi=0.10,1920,1111267.200000,1229032.000000,-117764.79999999981
psi=0.20,1920,1208450.400000,1296774.000000,-88323.6000000001
psi=0.30,1920,1305633.600000,1364516.000000,-58882.39999999991
baseline,1921,1014084.000000,439024.250000,575059.75
psi=0.05,1921,1062675.600000,545121.825000,517553.775
psi=0.10,1921,1111267.200000,651219.400000,460047.80000000005
psi=0.20,1921,1208450.400000,863414.550000,345035.84999999986
psi=0.30,1921,1305633.600000,1075609.700000,230023.90000000014
